content,cleaning,case_folding,tokenization,normalization,stopword_removed,stemming,polarity_score,polarity,final,new_polarity
"Pemerintah menegaskan bahwa vaksin yang digunakan dalam vaksin mandiri / GR tidak akan sama denganÃÂ yang digunakan dalam vaksinÃÂ 
program pemerintah yaitu vaksin Sinovac, Astrazeneca, Novavax dan Pfizer.

https://t.co/CQkVKK94fe",Pemerintah menegaskan bahwa vaksin yang digunakan dalam vaksin mandiri GR tidak akan sama dengan yang digunakan dalam vaksin program pemerintah yaitu vaksin Sinovac Astrazeneca Novavax dan Pfizer ,pemerintah menegaskan bahwa vaksin yang digunakan dalam vaksin mandiri gr tidak akan sama dengan yang digunakan dalam vaksin program pemerintah yaitu vaksin sinovac astrazeneca novavax dan pfizer ,"['pemerintah', 'menegaskan', 'bahwa', 'vaksin', 'yang', 'digunakan', 'dalam', 'vaksin', 'mandiri', 'gr', 'tidak', 'akan', 'sama', 'dengan', 'yang', 'digunakan', 'dalam', 'vaksin', 'program', 'pemerintah', 'yaitu', 'vaksin', 'sinovac', 'astrazeneca', 'novavax', 'dan', 'pfizer']","['pemerintah', 'menegaskan', 'bahwa', 'vaksin', 'yang', 'digunakan', 'dalam', 'vaksin', 'mandiri', 'gede rasa', 'tidak', 'akan', 'sama', 'dengan', 'yang', 'digunakan', 'dalam', 'vaksin', 'program', 'pemerintah', 'yaitu', 'vaksin', 'sinovac', 'astrazeneca', 'novavax', 'dan', 'pfizer']","['pemerintah', 'vaksin', 'vaksin', 'mandiri', 'gede rasa', 'vaksin', 'program', 'pemerintah', 'vaksin', 'sinovac', 'astrazeneca', 'novavax', 'pfizer']","['perintah', 'vaksin', 'vaksin', 'mandiri', 'gede rasa', 'vaksin', 'program', 'perintah', 'vaksin', 'sinovac', 'astrazeneca', 'novavax', 'pfizer']",-3,negative,perintah vaksin vaksin mandiri gede rasa vaksin program perintah vaksin sinovac astrazeneca novavax pfizer,1
Pemerintah Provinsi Jawa Timur memanfaatkan tambahan sebanyak 506.500 dosis vaksin AstraZeneca untuk keperluan vaksinasi di daerah daerah yang belum terjangkau ya,Pemerintah Provinsi Jawa Timur memanfaatkan tambahan sebanyak dosis vaksin AstraZeneca untuk keperluan vaksinasi di daerah daerah yang belum terjangkau ya,pemerintah provinsi jawa timur memanfaatkan tambahan sebanyak dosis vaksin astrazeneca untuk keperluan vaksinasi di daerah daerah yang belum terjangkau ya,"['pemerintah', 'provinsi', 'jawa', 'timur', 'memanfaatkan', 'tambahan', 'sebanyak', 'dosis', 'vaksin', 'astrazeneca', 'untuk', 'keperluan', 'vaksinasi', 'di', 'daerah', 'daerah', 'yang', 'belum', 'terjangkau', 'ya']","['pemerintah', 'provinsi', 'jawa', 'timur', 'memanfaatkan', 'tambahan', 'sebanyak', 'dosis', 'vaksin', 'astrazeneca', 'untuk', 'keperluan', 'vaksinasi', 'di', 'daerah', 'daerah', 'yang', 'belum', 'terjangkau', 'ya']","['pemerintah', 'provinsi', 'jawa', 'timur', 'memanfaatkan', 'tambahan', 'dosis', 'vaksin', 'astrazeneca', 'keperluan', 'vaksinasi', 'daerah', 'daerah', 'terjangkau']","['perintah', 'provinsi', 'jawa', 'timur', 'manfaat', 'tambah', 'dosis', 'vaksin', 'astrazeneca', 'perlu', 'vaksinasi', 'daerah', 'daerah', 'jangkau']",10,positive,perintah provinsi jawa timur manfaat tambah dosis vaksin astrazeneca perlu vaksinasi daerah daerah jangkau,0
Pemerintah sudah menandatangani kontrak pembelian 50 juta dosis vaksin Pfizer. Harapannya bulan depan bisa dimulai. Tahun lalu juga pemerintah mengumumkan kontrak 100 juta dosis vaksin AstraZeneca. BUMN Farmasi Indofarma mengklaim teken kontrak 50 juta dosis vaksin Novavax.,Pemerintah sudah menandatangani kontrak pembelian juta dosis vaksin Pfizer Harapannya bulan depan bisa dimulai Tahun lalu juga pemerintah mengumumkan kontrak juta dosis vaksin AstraZeneca BUMN Farmasi Indofarma mengklaim teken kontrak juta dosis vaksin Novavax ,pemerintah sudah menandatangani kontrak pembelian juta dosis vaksin pfizer harapannya bulan depan bisa dimulai tahun lalu juga pemerintah mengumumkan kontrak juta dosis vaksin astrazeneca bumn farmasi indofarma mengklaim teken kontrak juta dosis vaksin novavax ,"['pemerintah', 'sudah', 'menandatangani', 'kontrak', 'pembelian', 'juta', 'dosis', 'vaksin', 'pfizer', 'harapannya', 'bulan', 'depan', 'bisa', 'dimulai', 'tahun', 'lalu', 'juga', 'pemerintah', 'mengumumkan', 'kontrak', 'juta', 'dosis', 'vaksin', 'astrazeneca', 'bumn', 'farmasi', 'indofarma', 'mengklaim', 'teken', 'kontrak', 'juta', 'dosis', 'vaksin', 'novavax']","['pemerintah', 'sudah', 'menandatangani', 'kontrak', 'pembelian', 'juta', 'dosis', 'vaksin', 'pfizer', 'harapannya', 'bulan', 'depan', 'bisa', 'dimulai', 'tahun', 'lalu', 'juga', 'pemerintah', 'mengumumkan', 'kontrak', 'juta', 'dosis', 'vaksin', 'astrazeneca', 'badan usaha milik negara', 'farmasi', 'indofarma', 'mengklaim', 'teken', 'kontrak', 'juta', 'dosis', 'vaksin', 'novavax']","['pemerintah', 'menandatangani', 'kontrak', 'pembelian', 'juta', 'dosis', 'vaksin', 'pfizer', 'harapannya', 'pemerintah', 'mengumumkan', 'kontrak', 'juta', 'dosis', 'vaksin', 'astrazeneca', 'badan usaha milik negara', 'farmasi', 'indofarma', 'mengklaim', 'teken', 'kontrak', 'juta', 'dosis', 'vaksin', 'novavax']","['perintah', 'menandatangani', 'kontrak', 'beli', 'juta', 'dosis', 'vaksin', 'pfizer', 'harap', 'perintah', 'umum', 'kontrak', 'juta', 'dosis', 'vaksin', 'astrazeneca', 'badan usaha milik negara', 'farmasi', 'indofarma', 'klaim', 'teken', 'kontrak', 'juta', 'dosis', 'vaksin', 'novavax']",6,positive,perintah menandatangani kontrak beli juta dosis vaksin pfizer harap perintah umum kontrak juta dosis vaksin astrazeneca badan usaha milik negara farmasi indofarma klaim teken kontrak juta dosis vaksin novavax,0
"Pemerintah Taiwan menyetujui penggunaan darurat &amp; produksi kandidat vaksin covid-19 dari perusahaan Medigen, hari ini. 
Kemenkes Taiwan mengatakan antibody yang terbentuk oleh vaksin Medigen hampir setara dengan AstraZeneca, dan tidak ada masalah besar terkait keamanannya.",Pemerintah Taiwan menyetujui penggunaan darurat amp produksi kandidat vaksin covid dari perusahaan Medigen hari ini Kemenkes Taiwan mengatakan antibody yang terbentuk oleh vaksin Medigen hampir setara dengan AstraZeneca dan tidak ada masalah besar terkait keamanannya ,pemerintah taiwan menyetujui penggunaan darurat amp produksi kandidat vaksin covid dari perusahaan medigen hari ini kemenkes taiwan mengatakan antibody yang terbentuk oleh vaksin medigen hampir setara dengan astrazeneca dan tidak ada masalah besar terkait keamanannya ,"['pemerintah', 'taiwan', 'menyetujui', 'penggunaan', 'darurat', 'amp', 'produksi', 'kandidat', 'vaksin', 'covid', 'dari', 'perusahaan', 'medigen', 'hari', 'ini', 'kemenkes', 'taiwan', 'mengatakan', 'antibody', 'yang', 'terbentuk', 'oleh', 'vaksin', 'medigen', 'hampir', 'setara', 'dengan', 'astrazeneca', 'dan', 'tidak', 'ada', 'masalah', 'besar', 'terkait', 'keamanannya']","['pemerintah', 'taiwan', 'menyetujui', 'penggunaan', 'darurat', 'amp', 'produksi', 'kandidat', 'vaksin', 'covid', 'dari', 'perusahaan', 'medigen', 'hari', 'ini', 'kemenkes', 'taiwan', 'mengatakan', 'antibody', 'yang', 'terbentuk', 'oleh', 'vaksin', 'medigen', 'hampir', 'setara', 'dengan', 'astrazeneca', 'dan', 'tidak', 'ada', 'masalah', 'besar', 'terkait', 'keamanannya']","['pemerintah', 'taiwan', 'menyetujui', 'penggunaan', 'darurat', 'produksi', 'kandidat', 'vaksin', 'covid', 'perusahaan', 'medigen', 'kemenkes', 'taiwan', 'antibody', 'terbentuk', 'vaksin', 'medigen', 'setara', 'astrazeneca', 'terkait', 'keamanannya']","['perintah', 'taiwan', 'tuju', 'guna', 'darurat', 'produksi', 'kandidat', 'vaksin', 'covid', 'usaha', 'medigen', 'kemenkes', 'taiwan', 'antibody', 'bentuk', 'vaksin', 'medigen', 'tara', 'astrazeneca', 'kait', 'aman']",5,positive,perintah taiwan tuju guna darurat produksi kandidat vaksin covid usaha medigen kemenkes taiwan antibody bentuk vaksin medigen tara astrazeneca kait aman,0
"Pemkot Bekasi berencana menggelar vaksinasi Covid-19 untuk anak dengan menggunakan vaksin AstraZeneca dari Kementerian Kesehatan. / #Megapolitan 
 https://t.co/mr8vepuIYo",Pemkot Bekasi berencana menggelar vaksinasi Covid untuk anak dengan menggunakan vaksin AstraZeneca dari Kementerian Kesehatan Megapolitan ,pemkot bekasi berencana menggelar vaksinasi covid untuk anak dengan menggunakan vaksin astrazeneca dari kementerian kesehatan megapolitan ,"['pemkot', 'bekasi', 'berencana', 'menggelar', 'vaksinasi', 'covid', 'untuk', 'anak', 'dengan', 'menggunakan', 'vaksin', 'astrazeneca', 'dari', 'kementerian', 'kesehatan', 'megapolitan']","['pemerintah kota', 'bekasi', 'berencana', 'menggelar', 'vaksinasi', 'covid', 'untuk', 'anak', 'dengan', 'menggunakan', 'vaksin', 'astrazeneca', 'dari', 'kementerian', 'kesehatan', 'megapolitan']","['pemerintah kota', 'bekasi', 'berencana', 'menggelar', 'vaksinasi', 'covid', 'anak', 'vaksin', 'astrazeneca', 'kementerian', 'kesehatan', 'megapolitan']","['perintah kota', 'bekas', 'rencana', 'gelar', 'vaksinasi', 'covid', 'anak', 'vaksin', 'astrazeneca', 'menteri', 'sehat', 'megapolitan']",1,positive,perintah kota bekas rencana gelar vaksinasi covid anak vaksin astrazeneca menteri sehat megapolitan,0
Pemuda Indonesia Di Balik Pembuatan Vaksin Covid-19 AstraZeneca - https://t.co/d6vhyP6enD https://t.co/mANCWhgJc8 #VaksinasiCovid19 #AstraZeneca @AstraZeneca  @jokowi  @satgascovid19id @prabowo @DPR_RI https://t.co/lPQeXLea3v,Pemuda Indonesia Di Balik Pembuatan Vaksin Covid AstraZeneca VaksinasiCovid AstraZeneca ,pemuda indonesia di balik pembuatan vaksin covid astrazeneca vaksinasicovid astrazeneca ,"['pemuda', 'indonesia', 'di', 'balik', 'pembuatan', 'vaksin', 'covid', 'astrazeneca', 'vaksinasicovid', 'astrazeneca']","['pemuda', 'indonesia', 'di', 'balik', 'pembuatan', 'vaksin', 'covid', 'astrazeneca', 'vaksinasicovid', 'astrazeneca']","['pemuda', 'indonesia', 'pembuatan', 'vaksin', 'covid', 'astrazeneca', 'vaksinasicovid', 'astrazeneca']","['pemuda', 'indonesia', 'buat', 'vaksin', 'covid', 'astrazeneca', 'vaksinasicovid', 'astrazeneca']",2,positive,pemuda indonesia buat vaksin covid astrazeneca vaksinasicovid astrazeneca,0
"Pendidikan yang baik seharusnya bukan hanya menjadikan orang pandai, tapi juga bermoral baik dan peduli dengan sesama. Ini contohnya.

Ini Sarah Gilbert, Penemu Vaksin AstraZeneca https://t.co/4WjQGMv9i3",Pendidikan yang baik seharusnya bukan hanya menjadikan orang pandai tapi juga bermoral baik dan peduli dengan sesama Ini contohnya Ini Sarah Gilbert Penemu Vaksin AstraZeneca ,pendidikan yang baik seharusnya bukan hanya menjadikan orang pandai tapi juga bermoral baik dan peduli dengan sesama ini contohnya ini sarah gilbert penemu vaksin astrazeneca ,"['pendidikan', 'yang', 'baik', 'seharusnya', 'bukan', 'hanya', 'menjadikan', 'orang', 'pandai', 'tapi', 'juga', 'bermoral', 'baik', 'dan', 'peduli', 'dengan', 'sesama', 'ini', 'contohnya', 'ini', 'sarah', 'gilbert', 'penemu', 'vaksin', 'astrazeneca']","['pendidikan', 'yang', 'baik', 'seharusnya', 'bukan', 'hanya', 'menjadikan', 'orang', 'pandai', 'tapi', 'juga', 'bermoral', 'baik', 'dan', 'peduli', 'dengan', 'sesama', 'ini', 'contohnya', 'ini', 'sarah', 'gilbert', 'penemu', 'vaksin', 'astrazeneca']","['pendidikan', 'menjadikan', 'orang', 'pandai', 'bermoral', 'peduli', 'contohnya', 'sarah', 'gilbert', 'penemu', 'vaksin', 'astrazeneca']","['didik', 'jadi', 'orang', 'pandai', 'moral', 'peduli', 'contoh', 'sarah', 'gilbert', 'temu', 'vaksin', 'astrazeneca']",8,positive,didik jadi orang pandai moral peduli contoh sarah gilbert temu vaksin astrazeneca,0
Peneliti Oxford Indra Rudiansyah : Efek Samping Akibat Vaksin Astrazeneca Adalah Wajar https://t.co/Ar5e6EmCsA,Peneliti Oxford Indra Rudiansyah Efek Samping Akibat Vaksin Astrazeneca Adalah Wajar ,peneliti oxford indra rudiansyah efek samping akibat vaksin astrazeneca adalah wajar ,"['peneliti', 'oxford', 'indra', 'rudiansyah', 'efek', 'samping', 'akibat', 'vaksin', 'astrazeneca', 'adalah', 'wajar']","['peneliti', 'oxford', 'indra', 'rudiansyah', 'efek', 'samping', 'akibat', 'vaksin', 'astrazeneca', 'adalah', 'wajar']","['peneliti', 'oxford', 'indra', 'rudiansyah', 'efek', 'samping', 'akibat', 'vaksin', 'astrazeneca', 'wajar']","['teliti', 'oxford', 'indra', 'rudiansyah', 'efek', 'samping', 'akibat', 'vaksin', 'astrazeneca', 'wajar']",-8,negative,teliti oxford indra rudiansyah efek samping akibat vaksin astrazeneca wajar,1
Peneliti Vaksin Polio Oral Bio Farma Ikut Terlibat Pembuatan Vaksin COVID-19ÃÂ AstraZeneca https://t.co/Z3XvT8Y2Uf,Peneliti Vaksin Polio Oral Bio Farma Ikut Terlibat Pembuatan Vaksin COVID AstraZeneca ,peneliti vaksin polio oral bio farma ikut terlibat pembuatan vaksin covid astrazeneca ,"['peneliti', 'vaksin', 'polio', 'oral', 'bio', 'farma', 'ikut', 'terlibat', 'pembuatan', 'vaksin', 'covid', 'astrazeneca']","['peneliti', 'vaksin', 'polio', 'oral', 'bio', 'farma', 'ikut', 'terlibat', 'pembuatan', 'vaksin', 'covid', 'astrazeneca']","['peneliti', 'vaksin', 'polio', 'oral', 'bio', 'farma', 'terlibat', 'pembuatan', 'vaksin', 'covid', 'astrazeneca']","['teliti', 'vaksin', 'polio', 'oral', 'bio', 'farma', 'libat', 'buat', 'vaksin', 'covid', 'astrazeneca']",1,positive,teliti vaksin polio oral bio farma libat buat vaksin covid astrazeneca,0
"Penerima vaksin COVID-19 AstraZeneca dinasihatkan untuk mendapatkan rawatan segera sekiranya mengalami gejala-gejala berikut dalam tempoh 4 minggu setelah mendapatkan vaksin.

#AstraZeneca 
#Kita Jaga Kita https://t.co/FX9B6hO7Ky",Penerima vaksin COVID AstraZeneca dinasihatkan untuk mendapatkan rawatan segera sekiranya mengalami gejala gejala berikut dalam tempoh minggu setelah mendapatkan vaksin AstraZeneca Kita Jaga Kita ,penerima vaksin covid astrazeneca dinasihatkan untuk mendapatkan rawatan segera sekiranya mengalami gejala gejala berikut dalam tempoh minggu setelah mendapatkan vaksin astrazeneca kita jaga kita ,"['penerima', 'vaksin', 'covid', 'astrazeneca', 'dinasihatkan', 'untuk', 'mendapatkan', 'rawatan', 'segera', 'sekiranya', 'mengalami', 'gejala', 'gejala', 'berikut', 'dalam', 'tempoh', 'minggu', 'setelah', 'mendapatkan', 'vaksin', 'astrazeneca', 'kita', 'jaga', 'kita']","['penerima', 'vaksin', 'covid', 'astrazeneca', 'dinasihatkan', 'untuk', 'mendapatkan', 'rawatan', 'segera', 'sekiranya', 'mengalami', 'gejala', 'gejala', 'berikut', 'dalam', 'tempoh', 'minggu', 'setelah', 'mendapatkan', 'vaksin', 'astrazeneca', 'kita', 'jaga', 'kita']","['penerima', 'vaksin', 'covid', 'astrazeneca', 'dinasihatkan', 'rawatan', 'mengalami', 'gejala', 'gejala', 'tempoh', 'minggu', 'vaksin', 'astrazeneca', 'jaga']","['terima', 'vaksin', 'covid', 'astrazeneca', 'nasihat', 'rawat', 'alami', 'gejala', 'gejala', 'tempoh', 'minggu', 'vaksin', 'astrazeneca', 'jaga']",-2,negative,terima vaksin covid astrazeneca nasihat rawat alami gejala gejala tempoh minggu vaksin astrazeneca jaga,1
"Penerimaan Vaksin Ke 2 AstraZeneca lokasi Tunjungan Plaza Convention Center lantai 6

@e100ss 
#surabaya 
#VaksinasiCovid19 
#AstraZeneca 
#aslisuroboyo 
#komsoskeuskupansurabaya https://t.co/nNxpOg74Sr",Penerimaan Vaksin Ke AstraZeneca lokasi Tunjungan Plaza Convention Center lantai surabaya VaksinasiCovid AstraZeneca aslisuroboyo komsoskeuskupansurabaya ,penerimaan vaksin ke astrazeneca lokasi tunjungan plaza convention center lantai surabaya vaksinasicovid astrazeneca aslisuroboyo komsoskeuskupansurabaya ,"['penerimaan', 'vaksin', 'ke', 'astrazeneca', 'lokasi', 'tunjungan', 'plaza', 'convention', 'center', 'lantai', 'surabaya', 'vaksinasicovid', 'astrazeneca', 'aslisuroboyo', 'komsoskeuskupansurabaya']","['penerimaan', 'vaksin', 'ke', 'astrazeneca', 'lokasi', 'tunjungan', 'plaza', 'convention', 'center', 'lantai', 'surabaya', 'vaksinasicovid', 'astrazeneca', 'aslisuroboyo', 'komsoskeuskupansurabaya']","['penerimaan', 'vaksin', 'astrazeneca', 'lokasi', 'tunjungan', 'plaza', 'convention', 'center', 'lantai', 'surabaya', 'vaksinasicovid', 'astrazeneca', 'aslisuroboyo', 'komsoskeuskupansurabaya']","['terima', 'vaksin', 'astrazeneca', 'lokasi', 'tunjung', 'plaza', 'convention', 'center', 'lantai', 'surabaya', 'vaksinasicovid', 'astrazeneca', 'aslisuroboyo', 'komsoskeuskupansurabaya']",2,positive,terima vaksin astrazeneca lokasi tunjung plaza convention center lantai surabaya vaksinasicovid astrazeneca aslisuroboyo komsoskeuskupansurabaya,0
Pengen tau efek apa yang aku rasain pasca vaksin dosis pertama AstraZeneca? Ã°ÂÂÂ https://t.co/7jPTcqat4u,Pengen tau efek apa yang aku rasain pasca vaksin dosis pertama AstraZeneca ,pengen tau efek apa yang aku rasain pasca vaksin dosis pertama astrazeneca ,"['pengen', 'tau', 'efek', 'apa', 'yang', 'aku', 'rasain', 'pasca', 'vaksin', 'dosis', 'pertama', 'astrazeneca']","['ingin', 'tau', 'efek', 'apa', 'yang', 'aku', 'rasakan', 'pasca', 'vaksin', 'dosis', 'pertama', 'astrazeneca']","['efek', 'rasakan', 'pasca', 'vaksin', 'dosis', 'astrazeneca']","['efek', 'rasa', 'pasca', 'vaksin', 'dosis', 'astrazeneca']",-2,negative,efek rasa pasca vaksin dosis astrazeneca,1
"Perbandingan Vaksin AstraZeneca, Pfizer dan Moderna, Mana Paling Murah?: Salah satu vaksin tersebut yaitu AstraZeneca, yang dikembangkan AstraZeneca PLC bersama Universitas Oxford. Vaksin ini pun diklaim jauh lebih murah dan mudah didapat dibandingÃ¢ÂÂ¦ https://t.co/sRU6s9FejU",Perbandingan Vaksin AstraZeneca Pfizer dan Moderna Mana Paling Murah Salah satu vaksin tersebut yaitu AstraZeneca yang dikembangkan AstraZeneca PLC bersama Universitas Oxford Vaksin ini pun diklaim jauh lebih murah dan mudah didapat dibanding ,perbandingan vaksin astrazeneca pfizer dan moderna mana paling murah salah satu vaksin tersebut yaitu astrazeneca yang dikembangkan astrazeneca plc bersama universitas oxford vaksin ini pun diklaim jauh lebih murah dan mudah didapat dibanding ,"['perbandingan', 'vaksin', 'astrazeneca', 'pfizer', 'dan', 'moderna', 'mana', 'paling', 'murah', 'salah', 'satu', 'vaksin', 'tersebut', 'yaitu', 'astrazeneca', 'yang', 'dikembangkan', 'astrazeneca', 'plc', 'bersama', 'universitas', 'oxford', 'vaksin', 'ini', 'pun', 'diklaim', 'jauh', 'lebih', 'murah', 'dan', 'mudah', 'didapat', 'dibanding']","['perbandingan', 'vaksin', 'astrazeneca', 'pfizer', 'dan', 'moderna', 'mana', 'paling', 'murah', 'salah', 'satu', 'vaksin', 'tersebut', 'yaitu', 'astrazeneca', 'yang', 'dikembangkan', 'astrazeneca', 'plc', 'bersama', 'universitas', 'oxford', 'vaksin', 'ini', 'pun', 'diklaim', 'jauh', 'lebih', 'murah', 'dan', 'mudah', 'didapat', 'dibanding']","['perbandingan', 'vaksin', 'astrazeneca', 'pfizer', 'moderna', 'murah', 'salah', 'vaksin', 'astrazeneca', 'dikembangkan', 'astrazeneca', 'plc', 'universitas', 'oxford', 'vaksin', 'diklaim', 'murah', 'mudah', 'dibanding']","['banding', 'vaksin', 'astrazeneca', 'pfizer', 'moderna', 'murah', 'salah', 'vaksin', 'astrazeneca', 'kembang', 'astrazeneca', 'plc', 'universitas', 'oxford', 'vaksin', 'klaim', 'murah', 'mudah', 'banding']",4,positive,banding vaksin astrazeneca pfizer moderna murah salah vaksin astrazeneca kembang astrazeneca plc universitas oxford vaksin klaim murah mudah banding,0
"Perbedaan Vaksin Covid-19 mRNA dan Vaksin Vektor Adenovirus, Mana yang Lebih Efektif? Berikut Penjelasan Ahli https://t.co/8gPDu1oX8l 

#Covid_19 #CovidVaccine #mRNA #mRNAvaccine #adenovirus #pfizer #astrazeneca #JohnsonAndJohnson #moderna #healthyNews #Trending #TrendingNow",Perbedaan Vaksin Covid mRNA dan Vaksin Vektor Adenovirus Mana yang Lebih Efektif Berikut Penjelasan Ahli Covid CovidVaccine mRNA mRNAvaccine adenovirus pfizer astrazeneca JohnsonAndJohnson moderna healthyNews Trending TrendingNow,perbedaan vaksin covid mrna dan vaksin vektor adenovirus mana yang lebih efektif berikut penjelasan ahli covid covidvaccine mrna mrnavaccine adenovirus pfizer astrazeneca johnsonandjohnson moderna healthynews trending trendingnow,"['perbedaan', 'vaksin', 'covid', 'mrna', 'dan', 'vaksin', 'vektor', 'adenovirus', 'mana', 'yang', 'lebih', 'efektif', 'berikut', 'penjelasan', 'ahli', 'covid', 'covidvaccine', 'mrna', 'mrnavaccine', 'adenovirus', 'pfizer', 'astrazeneca', 'johnsonandjohnson', 'moderna', 'healthynews', 'trending', 'trendingnow']","['perbedaan', 'vaksin', 'covid', 'mrna', 'dan', 'vaksin', 'vektor', 'adenovirus', 'mana', 'yang', 'lebih', 'efektif', 'berikut', 'penjelasan', 'ahli', 'covid', 'vaksin covid', 'mrna', 'mrnavaccine', 'adenovirus', 'pfizer', 'astrazeneca', 'johnsonandjohnson', 'moderna', 'healthynews', 'mengetren', 'trendingnow']","['perbedaan', 'vaksin', 'covid', 'mrna', 'vaksin', 'vektor', 'adenovirus', 'efektif', 'penjelasan', 'ahli', 'covid', 'vaksin covid', 'mrna', 'mrnavaccine', 'adenovirus', 'pfizer', 'astrazeneca', 'johnsonandjohnson', 'moderna', 'healthynews', 'mengetren', 'trendingnow']","['beda', 'vaksin', 'covid', 'mrna', 'vaksin', 'vektor', 'adenovirus', 'efektif', 'jelas', 'ahli', 'covid', 'vaksin covid', 'mrna', 'mrnavaccine', 'adenovirus', 'pfizer', 'astrazeneca', 'johnsonandjohnson', 'moderna', 'healthynews', 'tren', 'trendingnow']",-1,negative,beda vaksin covid mrna vaksin vektor adenovirus efektif jelas ahli covid vaksin covid mrna mrnavaccine adenovirus pfizer astrazeneca johnsonandjohnson moderna healthynews tren trendingnow,1
"Percepat Program Vaksinasi Covid-19: Begitu Vaksin Dikirim, Langsung Dihabiskan pesan Pak Presiden @jokowi
https://t.co/du5j7ZiQea #VaksinasiCovid19 #vaksinasi #COVID19 #PPKMDarurat #AstraZeneca #BINVaksinDoorToDoor #COVIDVaccination #",Percepat Program Vaksinasi Covid Begitu Vaksin Dikirim Langsung Dihabiskan pesan Pak Presiden VaksinasiCovid vaksinasi COVID PPKMDarurat AstraZeneca BINVaksinDoorToDoor COVIDVaccination ,percepat program vaksinasi covid begitu vaksin dikirim langsung dihabiskan pesan pak presiden vaksinasicovid vaksinasi covid ppkmdarurat astrazeneca binvaksindoortodoor covidvaccination ,"['percepat', 'program', 'vaksinasi', 'covid', 'begitu', 'vaksin', 'dikirim', 'langsung', 'dihabiskan', 'pesan', 'pak', 'presiden', 'vaksinasicovid', 'vaksinasi', 'covid', 'ppkmdarurat', 'astrazeneca', 'binvaksindoortodoor', 'covidvaccination']","['percepat', 'program', 'vaksinasi', 'covid', 'begitu', 'vaksin', 'dikirim', 'langsung', 'dihabiskan', 'pesan', 'pak', 'presiden', 'vaksinasicovid', 'vaksinasi', 'covid', 'ppkmdarurat', 'astrazeneca', 'binvaksindoortodoor', 'vaksinasi covid']","['percepat', 'program', 'vaksinasi', 'covid', 'vaksin', 'dikirim', 'langsung', 'dihabiskan', 'pesan', 'presiden', 'vaksinasicovid', 'vaksinasi', 'covid', 'ppkmdarurat', 'astrazeneca', 'binvaksindoortodoor', 'vaksinasi covid']","['cepat', 'program', 'vaksinasi', 'covid', 'vaksin', 'kirim', 'langsung', 'habis', 'pesan', 'presiden', 'vaksinasicovid', 'vaksinasi', 'covid', 'ppkmdarurat', 'astrazeneca', 'binvaksindoortodoor', 'vaksinasi covid']",7,positive,cepat program vaksinasi covid vaksin kirim langsung habis pesan presiden vaksinasicovid vaksinasi covid ppkmdarurat astrazeneca binvaksindoortodoor vaksinasi covid,0
"Perkumpulan Obstetri dan Ginekologi Indonesia (POGI) merekomendasikan 5 vaksin Covid-19  bagi ibu hamil : 
1. Pfizer
2. Moderna
3. Astrazeneca
4. Sinovac
5. Sinopharm https://t.co/rk27JQnitN",Perkumpulan Obstetri dan Ginekologi Indonesia POGI merekomendasikan vaksin Covid bagi ibu hamil Pfizer Moderna Astrazeneca Sinovac Sinopharm ,perkumpulan obstetri dan ginekologi indonesia pogi merekomendasikan vaksin covid bagi ibu hamil pfizer moderna astrazeneca sinovac sinopharm ,"['perkumpulan', 'obstetri', 'dan', 'ginekologi', 'indonesia', 'pogi', 'merekomendasikan', 'vaksin', 'covid', 'bagi', 'ibu', 'hamil', 'pfizer', 'moderna', 'astrazeneca', 'sinovac', 'sinopharm']","['perkumpulan', 'obstetri', 'dan', 'ginekologi', 'indonesia', 'pogi', 'merekomendasikan', 'vaksin', 'covid', 'bagi', 'ibu', 'hamil', 'pfizer', 'moderna', 'astrazeneca', 'sinovac', 'sinopharm']","['perkumpulan', 'obstetri', 'ginekologi', 'indonesia', 'pogi', 'merekomendasikan', 'vaksin', 'covid', 'hamil', 'pfizer', 'moderna', 'astrazeneca', 'sinovac', 'sinopharm']","['kumpul', 'obstetri', 'ginekologi', 'indonesia', 'pogi', 'rekomendasi', 'vaksin', 'covid', 'hamil', 'pfizer', 'moderna', 'astrazeneca', 'sinovac', 'sinopharm']",-5,negative,kumpul obstetri ginekologi indonesia pogi rekomendasi vaksin covid hamil pfizer moderna astrazeneca sinovac sinopharm,1
